@type,@rid,@version,repository,name,format,size,created_by,last_downloaded,last_updated,blob_created,blob_updated,@fieldTypes
d,#-2:0,0,maven-central,org/jboss/marshalling/jboss-marshalling-osgi/2.0.6.Final/jboss-marshalling-osgi-2.0.6.Final.jar,maven2,369706,admin,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:1,0,maven-central,com/amazonaws/aws-java-sdk-s3/1.11.640/aws-java-sdk-s3-1.11.640.jar,maven2,1012300,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:2,0,maven-central,org/infinispan/infinispan-commons/9.4.18.Final/infinispan-commons-9.4.18.Final.jar,maven2,543060,admin,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:3,0,maven-central,com/fasterxml/jackson/core/jackson-core/2.12.3/jackson-core-2.12.3.jar,maven2,365220,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:4,0,maven-central,commons-validator/commons-validator/1.5.1/commons-validator-1.5.1.jar,maven2,178967,admin,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:5,0,maven-central,org/infinispan/infinispan-tree/9.4.18.Final/infinispan-tree-9.4.18.Final.jar,maven2,37060,admin,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:6,0,maven-central,com/google/api/api-common/1.8.1/api-common-1.8.1.jar,maven2,45087,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:7,0,maven-central,com/fasterxml/jackson/dataformat/jackson-dataformat-xml/2.12.3/jackson-dataformat-xml-2.12.3.jar,maven2,120882,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:11,2021-09-14 08:52:11,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:8,0,maven-central,com/fasterxml/jackson/core/jackson-annotations/2.12.3/jackson-annotations-2.12.3.jar,maven2,75703,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:9,0,maven-central,commons-digester/commons-digester/1.8.1/commons-digester-1.8.1.jar,maven2,146108,admin,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,2021-10-13 12:13:47,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:10,0,maven-central,com/github/package-url/packageurl-java/1.2.0/packageurl-java-1.2.0.jar,maven2,13674,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:11,0,maven-central,org/infinispan/infinispan-core/9.4.18.Final/infinispan-core-9.4.18.Final.jar,maven2,4492843,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:12,0,maven-central,org/freemarker/freemarker/2.3.30/freemarker-2.3.30.jar,maven2,1702975,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:13,0,maven-central,com/google/cloud/google-cloud-core/1.74.0/google-cloud-core-1.74.0.jar,maven2,121903,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:14,0,maven-central,com/fasterxml/jackson/module/jackson-module-jaxb-annotations/2.12.3/jackson-module-jaxb-annotations-2.12.3.jar,maven2,36575,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:15,0,maven-central,com/amazonaws/aws-java-sdk-kms/1.11.640/aws-java-sdk-kms-1.11.640.jar,maven2,518415,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:16,0,maven-central,com/fasterxml/jackson/core/jackson-databind/2.12.3/jackson-databind-2.12.3.jar,maven2,1515756,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:17,0,maven-central,org/springframework/spring-context-support/5.2.11.RELEASE/spring-context-support-5.2.11.RELEASE.jar,maven2,182954,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:18,0,maven-central,jakarta/xml/bind/jakarta.xml.bind-api/2.3.2/jakarta.xml.bind-api-2.3.2.jar,maven2,115498,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:19,0,maven-central,org/cyclonedx/cyclonedx-core-java/5.0.1/cyclonedx-core-java-5.0.1.jar,maven2,1591035,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:20,0,maven-central,org/slf4j/slf4j-api/1.7.30/slf4j-api-1.7.30.jar,maven2,41472,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:21,0,maven-central,com/amazonaws/aws-java-sdk-ses/1.11.640/aws-java-sdk-ses-1.11.640.jar,maven2,791257,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:22,0,maven-central,org/springframework/spring-core/5.2.0.RELEASE/spring-core-5.2.0.RELEASE.jar,maven2,1426560,admin,2022-08-09 11:25:56,2022-08-09 11:25:56,2022-08-09 11:25:56,2022-08-09 11:25:56,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:23,0,maven-central,jakarta/activation/jakarta.activation-api/1.2.1/jakarta.activation-api-1.2.1.jar,maven2,44399,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:24,0,maven-central,org/aspectj/aspectjrt/1.9.6/aspectjrt-1.9.6.jar,maven2,121746,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:25,0,maven-central,com/amazonaws/jmespath-java/1.11.640/jmespath-java-1.11.640.jar,maven2,26879,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:26,0,maven-central,org/springframework/spring-expression/5.2.11.RELEASE/spring-expression-5.2.11.RELEASE.jar,maven2,282218,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:27,0,maven-central,org/codehaus/woodstox/stax2-api/4.2.1/stax2-api-4.2.1.jar,maven2,195909,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:28,0,maven-central,com/amazonaws/aws-java-sdk-core/1.11.640/aws-java-sdk-core-1.11.640.jar,maven2,972975,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:29,0,maven-central,com/networknt/json-schema-validator/1.0.52/json-schema-validator-1.0.52.jar,maven2,212745,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:30,0,maven-central,org/threeten/threetenbp/1.3.3/threetenbp-1.3.3.jar,maven2,511401,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:31,0,maven-central,org/springframework/spring-beans/5.2.11.RELEASE/spring-beans-5.2.11.RELEASE.jar,maven2,688216,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:32,0,maven-central,com/google/api/gax/1.44.0/gax-1.44.0.jar,maven2,306901,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:33,0,maven-central,com/sonatype/clm/clm-maven-plugin/2.31.1-01/clm-maven-plugin-2.31.1-01.jar,maven2,21755033,admin,2022-08-11 18:53:18,2022-08-11 18:53:18,2022-08-09 12:53:44,2022-08-09 12:53:44,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:34,0,maven-central,com/google/api-client/google-api-client/1.28.0/google-api-client-1.28.0.jar,maven2,204410,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:35,0,maven-central,com/fasterxml/woodstox/woodstox-core/6.2.4/woodstox-core-6.2.4.jar,maven2,1584371,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:36,0,maven-central,com/google/protobuf/protobuf-java-util/3.7.1/protobuf-java-util-3.7.1.jar,maven2,71312,admin,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,2021-10-13 12:13:48,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:37,0,maven-central,com/google/http-client/google-http-client-apache/2.0.0/google-http-client-apache-2.0.0.jar,maven2,10445,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:38,0,maven-central,javax/json/javax.json-api/1.1.4/javax.json-api-1.1.4.jar,maven2,31095,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:39,0,maven-central,org/elasticsearch/client/elasticsearch-rest-client/7.5.2/elasticsearch-rest-client-7.5.2.jar,maven2,62972,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:40,0,maven-central,com/shopizer/sm-search/2.11.1/sm-search-2.11.1.jar,maven2,58562,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:41,0,maven-central,org/glassfish/javax.json/1.1.4/javax.json-1.1.4.jar,maven2,128770,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:42,0,maven-central,com/google/auth/google-auth-library-credentials/0.15.0/google-auth-library-credentials-0.15.0.jar,maven2,5721,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:43,0,maven-central,org/apache/maven/maven-model/3.1.1/maven-model-3.1.1.jar,maven2,154222,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:44,0,maven-central,com/google/cloud/google-cloud-storage/1.74.0/google-cloud-storage-1.74.0.jar,maven2,287562,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:45,0,maven-central,org/apache/maven/maven-core/3.1.1/maven-core-3.1.1.jar,maven2,557257,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:46,0,maven-central,io/grpc/grpc-context/1.18.0/grpc-context-1.18.0.jar,maven2,28952,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:47,0,maven-central,org/apache/maven/maven-settings/3.1.1/maven-settings-3.1.1.jar,maven2,41760,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:48,0,maven-central,org/elasticsearch/plugin/rank-eval-client/7.5.2/rank-eval-client-7.5.2.jar,maven2,76139,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:49,0,maven-central,org/springframework/spring-context/5.2.11.RELEASE/spring-context-5.2.11.RELEASE.jar,maven2,1231409,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:50,0,maven-central,org/springframework/spring-aop/5.2.11.RELEASE/spring-aop-5.2.11.RELEASE.jar,maven2,372775,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:51,0,maven-central,org/apache/commons/commons-lang3/3.12.0/commons-lang3-3.12.0.jar,maven2,587402,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:52,0,maven-central,org/elasticsearch/plugin/aggs-matrix-stats-client/7.5.2/aggs-matrix-stats-client-7.5.2.jar,maven2,60038,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:53,0,maven-central,com/google/cloud/google-cloud-core-http/1.74.0/google-cloud-core-http-1.74.0.jar,maven2,15099,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:54,0,maven-central,commons-codec/commons-codec/1.15/commons-codec-1.15.jar,maven2,353793,admin,2022-08-09 11:25:59,2022-08-09 11:25:59,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:55,0,maven-central,com/google/api/grpc/proto-google-iam-v1/0.12.0/proto-google-iam-v1-0.12.0.jar,maven2,112431,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:56,0,maven-central,org/springframework/spring-jcl/5.2.11.RELEASE/spring-jcl-5.2.11.RELEASE.jar,maven2,23964,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:57,0,maven-central,org/apache/maven/maven-settings-builder/3.1.1/maven-settings-builder-3.1.1.jar,maven2,41559,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:58,0,maven-central,org/springframework/spring-core/5.2.11.RELEASE/spring-core-5.2.11.RELEASE.jar,maven2,1446666,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:59,0,maven-central,com/google/auth/google-auth-library-oauth2-http/0.15.0/google-auth-library-oauth2-http-0.15.0.jar,maven2,82857,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:60,0,maven-central,javax/annotation/javax.annotation-api/1.3.2/javax.annotation-api-1.3.2.jar,maven2,26586,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:61,0,maven-central,org/apache/maven/maven-repository-metadata/3.1.1/maven-repository-metadata-3.1.1.jar,maven2,25179,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:62,0,maven-central,com/google/http-client/google-http-client-jackson2/1.29.0/google-http-client-jackson2-1.29.0.jar,maven2,8542,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:63,0,maven-central,org/apache/logging/log4j/log4j-api/2.14.1/log4j-api-2.14.1.jar,maven2,300365,admin,2022-01-07 08:59:27,2022-01-07 08:59:27,2021-12-14 11:06:17,2021-12-14 11:06:17,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:64,0,maven-central,com/google/api/grpc/proto-google-common-protos/1.15.0/proto-google-common-protos-1.15.0.jar,maven2,1338066,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:65,0,maven-central,org/slf4j/log4j-over-slf4j/1.7.30/log4j-over-slf4j-1.7.30.jar,maven2,23702,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:66,0,maven-central,org/apache/maven/maven-artifact/3.1.1/maven-artifact-3.1.1.jar,maven2,52318,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:12,2021-09-14 08:52:12,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:67,0,maven-central,org/apache/logging/log4j/log4j-core/2.14.1/log4j-core-2.14.1.jar,maven2,1745700,admin,2022-01-07 08:59:27,2022-01-07 08:59:27,2021-12-14 11:06:17,2021-12-14 11:06:17,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:68,0,maven-central,org/apache/commons/commons-collections4/4.1/commons-collections4-4.1.jar,maven2,751238,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:69,0,maven-central,org/apache/maven/plugins/maven-dependency-plugin/3.0.2/maven-dependency-plugin-3.0.2.jar,maven2,166300,admin,2022-08-03 12:47:31,2022-08-03 12:47:31,2022-01-07 08:57:53,2022-01-07 08:57:53,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:70,0,maven-central,org/apache/maven/maven-aether-provider/3.1.1/maven-aether-provider-3.1.1.jar,maven2,59590,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:71,0,maven-central,org/eclipse/aether/aether-api/0.9.0.M2/aether-api-0.9.0.M2.jar,maven2,133957,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:72,0,maven-central,org/elasticsearch/plugin/mapper-extras-client/7.5.2/mapper-extras-client-7.5.2.jar,maven2,88183,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:73,0,maven-central,org/eclipse/aether/aether-spi/0.9.0.M2/aether-spi-0.9.0.M2.jar,maven2,17703,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:74,0,maven-central,org/checkerframework/checker-qual/2.5.2/checker-qual-2.5.2.jar,maven2,193322,admin,2021-10-13 12:13:03,2021-10-13 12:13:03,2021-10-13 12:13:03,2021-10-13 12:13:03,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:75,0,maven-central,com/google/http-client/google-http-client-appengine/1.29.1/google-http-client-appengine-1.29.1.jar,maven2,18072,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:76,0,maven-central,org/apache/httpcomponents/httpasyncclient/4.1.4/httpasyncclient-4.1.4.jar,maven2,179964,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:77,0,maven-central,com/google/oauth-client/google-oauth-client/1.28.0/google-oauth-client-1.28.0.jar,maven2,67613,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:78,0,maven-central,org/eclipse/aether/aether-impl/0.9.0.M2/aether-impl-0.9.0.M2.jar,maven2,144866,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:79,0,maven-central,org/apache/maven/maven-model-builder/3.1.1/maven-model-builder-3.1.1.jar,maven2,159579,admin,2022-09-08 19:40:01,2022-09-08 19:40:01,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:80,0,maven-central,javax/enterprise/cdi-api/1.0/cdi-api-1.0.jar,maven2,44908,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:81,0,maven-central,com/paypal/sdk/paypal-core/1.5.1/paypal-core-1.5.1.jar,maven2,124129,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:82,0,maven-central,javax/annotation/jsr250-api/1.0/jsr250-api-1.0.jar,maven2,5848,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:83,0,maven-central,com/google/api/gax-httpjson/0.61.0/gax-httpjson-0.61.0.jar,maven2,70340,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:84,0,maven-central,javax/inject/javax.inject/1/javax.inject-1.jar,maven2,2497,admin,2022-05-08 15:04:36,2022-05-08 15:04:36,2021-09-14 08:52:13,2021-09-14 08:52:13,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:85,0,maven-central,org/elasticsearch/plugin/lang-mustache-client/7.5.2/lang-mustache-client-7.5.2.jar,maven2,62092,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:86,0,maven-central,org/dasein/dasein-util/2013.02/dasein-util-2013.02.jar,maven2,248565,admin,2021-10-19 13:51:12,2021-10-19 13:51:12,2021-09-29 20:24:21,2021-09-29 20:24:21,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:87,0,maven-central,org/elasticsearch/plugin/parent-join-client/7.5.2/parent-join-client-7.5.2.jar,maven2,82038,admin,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,2021-10-13 12:13:02,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
d,#-2:88,0,maven-central,io/opencensus/opencensus-contrib-http-util/0.19.2/opencensus-contrib-http-util-0.19.2.jar,maven2,22978,admin,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,2021-10-13 12:13:49,"size=l,last_downloaded=t,last_updated=t,blob_created=t,blob_updated=t"
